INSERTION_SORT;N=1
T9; 0,0002300739288330078
AVG;  0,00030086040496826174
INSERTION_SORT;N=1000
T0; 0,03565359115600586
T1; 0,034448862075805664
T2; 0,03153395652770996
T3; 0,032973289489746094
T4; 0,03426170349121094
T5; 0,032259225845336914
T6; 0,03225421905517578
T7; 0,03357529640197754
T8; 0,03296089172363281
T9; 0,03244423866271973
AVG;  0,03323652744293213
MERGE_SORT;N=1000
T0; 0,003989696502685547
T1; 0,0040264129638671875
T2; 0,004137754440307617
T3; 0,004169464111328125
T4; 0,003938198089599609
T5; 0,00435185432434082
T6; 0,0038652420043945312
T7; 0,004079103469848633
T8; 0,003998756408691406
T9; 0,0048029422760009766
AVG;  0,004135942459106446
RADIX_SORT;N=1000
T0; 0,012192964553833008
T1; 0,011503934860229492
T2; 0,011534452438354492
T3; 0,011804342269897461
T4; 0,01244497299194336
T5; 0,011529684066772461
T6; 0,011540889739990234
T7; 0,01119089126586914
T8; 0,011585474014282227
T9; 0,011625051498413086
AVG;  0,011695265769958496
BUCKET_SORT;N=1000
T0; 0,002290964126586914
T1; 0,0020482540130615234
T2; 0,0020601749420166016
T3; 0,002251148223876953
T4; 0,0021164417266845703
T5; 0,0025773048400878906
T6; 0,0020945072174072266
T7; 0,002162933349609375
T8; 0,002138376235961914
T9; 0,002045154571533203
AVG;  0,002178525924682617
